Hecate:ProjectEuler fwu$ python euler0044.py
1384801 1631 1893 261 961
1384801 336 1018 681 961
1387685 231280 231282 1 962
1387685 92510 92515 4 962
1387685 17778 17804 25 962
1387685 7084 7149 64 962
1387685 6214 6288 73 962
1387685 2408 2593 184 962
1390572 6402 6474 71 963
1393462 464487 464488 0 964
1393462 116120 116124 3 964
1393462 66352 66359 6 964
1393462 16575 16603 27 964
1393462 9455 9504 48 964
1393462 2272 2468 195 964
1393462 1807 2048 240 964
1396355 232725 232727 1 965
1396355 93088 93093 4 965
1396355 1013 1399 385 965
1399251 155471 155474 2 966
1399251 22200 22221 20 966
1399251 3311 3449 137 966
1402150 467383 467384 0 967
1402150 116844 116848 3 967
1402150 18683 18708 24 967
1402150 4624 4724 99 967
1402150 3151 3296 144 967
1402150 516 1096 579 967
1405052 58540 58548 7 968
1405052 42572 42583 10 968
1407957 78217 78223 5 969
1407957 9177 9228 50 969
1407957 4060 4174 113 969
1410865 470288 470289 0 970
1410865 47024 47034 9 970
1410865 4800 4897 96 970
1413776 14711 14743 31 971
1413776 1992 2216 223 971
1413776 925 1341 415 971
1416690 1822 2065 242 972
1419607 473202 473203 0 973
1419607 67597 67604 6 973
1419607 3335 3474 138 973
1422527 237087 237089 1 974
1422527 20605 20628 22 974
1422527 1740 1994 253 974
1425450 158382 158385 2 975
1425450 39590 39602 11 975
1425450 12164 12203 38 975
1425450 6298 6373 74 975
1425450 3619 3748 128 975
1425450 2968 3124 155 975
1425450 1736 1991 254 975
1425450 1434 1734 299 975
1425450 663 1179 515 975
1428376 476125 476126 0 976
1428376 29750 29766 15 976
1428376 7775 7836 60 976
1431305 238550 238552 1 977
1431305 95418 95423 4 977
1431305 1482 1775 292 977
1434237 79677 79683 5 978
1434237 11362 11404 41 978
1437172 479057 479058 0 979
1437172 5400 5488 87 979
1437172 1122 1489 366 979
1437172 317 1029 711 979
1440110 96005 96010 4 980
1440110 23992 24012 19 980
1440110 13698 13733 34 980
1440110 3359 3499 139 980
1440110 1837 2082 244 980
1443051 53442 53451 8 981
1445995 481998 481999 0 982
1445995 48195 48205 9 982
1445995 25359 25378 18 982
1445995 15533 15564 30 982
1445995 2442 2632 189 982
1445995 1400 1710 309 982
1445995 524 1113 588 982
1448942 43902 43913 10 983
1448942 10955 10999 43 983
1448942 287 1024 736 983
1451892 161320 161323 2 984
1451892 12390 12429 38 984
1454845 484948 484949 0 985
1454845 69275 69282 6 985
1454845 48490 48500 9 985
1454845 6893 6963 69 985
1454845 2193 2404 210 985
1454845 1034 1428 393 985
1457801 242966 242968 1 986
1457801 28576 28593 16 986
1457801 16742 16771 28 986
1460760 32454 32469 14 987
1460760 4585 4690 104 987
1460760 3383 3524 140 987
1460760 1909 2149 239 987
1460760 600 1155 554 987
1463722 487907 487908 0 988
1463722 121975 121979 3 988
1463722 37525 37538 12 988
1463722 25670 25689 18 988
1463722 9357 9409 51 988
1463722 6382 6458 75 988
1463722 1852 2099 246 988
1466687 244447 244449 1 989
1466687 21245 21268 22 989
1466687 5642 5728 85 989
1469655 27207 27225 17 990
1469655 10864 10909 44 990
1469655 4899 4998 98 990
1472626 490875 490876 0 991
1472626 122717 122721 3 991
1475600 98371 98376 4 992
1475600 28925 28942 16 992
1475600 15355 15387 31 992
1475600 14036 14071 34 992
1475600 4074 4193 118 992
1475600 3096 3251 154 992
1475600 2084 2308 223 992
1475600 945 1370 424 992
1475600 670 1197 526 992
1475600 215 1015 799 992
1478577 164285 164288 2 993
1481557 493852 493853 0 994
1481557 70547 70554 6 994
1481557 22437 22459 21 994
1481557 3407 3549 141 994
1481557 3130 3284 153 994
1481557 1687 1958 270 994
1481557 242 1023 780 994
1484540 98967 98972 4 995
1484540 61852 61860 7 995
1487526 5656 5743 86 996
1487526 1867 2116 248 996
1487526 1251 1599 347 996
1490515 496838 496839 0 997
1490515 49679 49689 9 997
1490515 38212 38225 12 997
1490515 10778 10824 45 997
1490515 4263 4378 114 997
1490515 3757 3887 129 997
1490515 532 1130 597 997
1493507 248917 248919 1 998
1493507 12122 12163 40 998
1493507 3337 3483 145 998
1496502 18462 18489 26 999
1496502 4565 4673 107 999
1496502 2545 2734 188 999
1496502 282 1038 755 999
1499500 499833 499834 0 1000
1499500 19981 20006 24 1000
1499500 12476 12516 39 1000
1502501 250416 250418 1 1001
1502501 45525 45536 10 1001
1502501 35767 35781 13 1001
1502501 19250 19276 25 1001
1502501 13161 13199 37 1001
1502501 6466 6543 76 1001
1502501 3431 3574 142 1001
1502501 3091 3249 157 1001
1502501 2661 2843 181 1001
1502501 2292 2501 208 1001
1502501 1750 2016 265 1001
1502501 767 1261 493 1001
1502501 142 1011 868 1001
1505505 167277 167280 2 1002
1505505 16713 16743 29 1002
1508512 502837 502838 0 1003
1508512 7825 7889 63 1003
1508512 230 1029 798 1003
1511522 1882 2133 250 1004
1514535 84138 84144 5 1005
1514535 33649 33664 14 1005
1514535 15282 15315 32 1005
1514535 1365 1695 329 1005
1514535 1055 1457 401 1005
1514535 1023 1434 410 1005
1517551 505850 505851 0 1006
1517551 72261 72268 6 1006
1517551 156 1018 861 1006
1520570 101369 101374 4 1007
1520570 25333 25353 19 1007
1520570 9537 9590 52 1007
1520570 5288 5383 94 1007
1520570 2285 2497 211 1007
1520570 1144 1524 379 1007
1520570 294 1049 754 1007
1523592 56425 56434 8 1008
1523592 8030 8093 62 1008
1523592 3455 3599 143 1008
1526617 508872 508873 0 1009
1526617 14950 14984 33 1009
1526617 2770 2948 177 1009
1529645 254940 254942 1 1010
1529645 101974 101979 4 1010
1529645 19598 19624 25 1010
1529645 7812 7877 64 1010
1529645 4998 5099 100 1010
1529645 2072 2305 232 1010
1532676 170296 170299 2 1011
1535710 511903 511904 0 1012
1535710 127974 127978 3 1012
1535710 9280 9335 54 1012
1535710 4394 4509 114 1012
1535710 2217 2437 219 1012
1535710 1897 2150 252 1012
1535710 883 1343 459 1012
1535710 540 1147 606 1012
1538747 256457 256459 1 1013
1538747 36630 36644 13 1013
1538747 8242 8304 61 1013
1538747 5185 5283 97 1013
1538747 965 1399 433 1013
1541787 85652 85658 5 1014
1541787 6550 6628 77 1014
1544830 514943 514944 0 1015
1544830 128734 128738 3 1015
1544830 73560 73567 6 1015
1544830 18377 18405 27 1015
1544830 3479 3624 144 1015
1544830 598 1178 579 1015
1547876 64491 64499 7 1016
1547876 46900 46911 10 1016
1550925 28712 28730 17 1017
1550925 11466 11511 44 1017
1550925 924 1374 449 1017
1553977 517992 517993 0 1018
1553977 12025 12068 42 1018
1553977 3577 3719 141 1018
1557032 2622 2813 190 1019
1560090 173342 173345 2 1020
1560090 43330 43342 11 1020
1560090 24753 24774 20 1020
1560090 9095 9152 56 1020
1560090 6149 6233 83 1020
1560090 2167 2395 227 1020
1560090 1912 2167 254 1020
1560090 1335 1680 344 1020
1560090 1104 1503 398 1020
1563151 521050 521051 0 1021
1566215 261035 261037 1 1022
1566215 104412 104417 4 1022
1566215 37284 37298 13 1022
1566215 14899 14934 34 1022
1566215 3503 3649 145 1022
1566215 1248 1613 364 1022
1569282 15835 15868 32 1023
1569282 3897 4029 131 1023
1569282 2867 3044 176 1023
1569282 1005 1434 428 1023
1569282 385 1093 707 1023
1572352 524117 524118 0 1024
1572352 14147 14184 36 1024
1575425 262570 262572 1 1025
1575425 105026 105031 4 1025
1575425 18094 18123 28 1025
1575425 12788 12829 40 1025
1575425 10478 10528 49 1025
1575425 9882 9935 52 1025
1575425 1666 1956 289 1025
1575425 1076 1486 409 1025
1575425 726 1256 529 1025
1575425 362 1087 724 1025
1578501 9717 9771 53 1026
1578501 917 1376 458 1026
1581580 527193 527194 0 1027
1581580 75310 75317 6 1027
1581580 40547 40560 12 1027
1581580 13160 13200 39 1027
1581580 9558 9613 54 1027
1581580 6634 6713 78 1027
1581580 5947 6035 87 1027
1581580 5748 5839 90 1027
1581580 1743 2023 279 1027
1581580 1177 1562 384 1027
1581580 754 1274 519 1027
1581580 677 1230 552 1027
1581580 548 1164 615 1027
1581580 380 1095 714 1027
1584662 1927 2184 256 1028
1587747 176415 176418 2 1029
1587747 25192 25213 20 1029
1587747 3527 3674 146 1029
1590835 530278 530279 0 1030
1590835 53023 53033 9 1030
1590835 5097 5200 102 1030
1593926 301 1074 772 1031
1597020 35482 35497 14 1032
1597020 22169 22193 23 1032
1597020 503 1148 644 1032
1600117 533372 533373 0 1033
1603217 267202 267204 1 1034
1603217 48577 48588 10 1034
1603217 38165 38179 13 1034
1603217 11347 11394 46 1034
1603217 6902 6979 76 1034
1603217 1460 1789 328 1034
1603217 985 1428 442 1034
1606320 59489 59498 8 1035
1606320 177 1050 872 1035
1609426 536475 536476 0 1036
1609426 134117 134121 3 1036
1609426 76636 76643 6 1036
1609426 41261 41274 12 1036
1609426 19146 19174 27 1036
1609426 14481 14518 36 1036
1609426 10291 10343 51 1036
1609426 5850 5941 90 1036
1609426 3551 3699 147 1036
1609426 1942 2201 258 1036
1609426 1292 1656 363 1036
1609426 875 1356 480 1036
1612535 268755 268757 1 1037
1612535 107500 107505 4 1037
1612535 31610 31627 16 1037
1612535 4345 4467 121 1037
1612535 3077 3247 169 1037
1612535 1610 1915 304 1037
1612535 1573 1884 310 1037
1615647 179515 179518 2 1038
1615647 8127 8193 65 1038
1615647 210 1059 848 1038
1618762 539587 539588 0 1039
1618762 134895 134899 3 1039
1618762 28390 28409 18 1039
1618762 7062 7138 75 1039
1621880 108123 108128 4 1040
1621880 8285 8350 64 1040
1621880 6718 6798 79 1040
1625001 90275 90281 5 1041
1625001 12876 12918 41 1041
1628125 542708 542709 0 1042
1628125 54266 54276 9 1042
1628125 21696 21721 24 1042
1628125 2046 2296 249 1042
1628125 556 1181 624 1042
1631252 67965 67973 7 1043
1631252 31977 31994 16 1043
1631252 23630 23653 22 1043
1631252 9682 9738 55 1043
1631252 4510 4629 118 1043
1631252 3575 3724 148 1043
1631252 3297 3458 160 1043
1634382 1957 2218 260 1044
1634382 145 1054 908 1044
1637515 545838 545839 0 1045
1637515 54579 54589 9 1045
1637515 28719 28738 18 1045
1637515 24800 24822 21 1045
1637515 9897 9952 54 1045
1637515 2778 2968 189 1045
1637515 1097 1515 417 1045
1640651 273441 273443 1 1046
1643790 182642 182645 2 1047
1643790 45655 45667 11 1047
1643790 928 1399 470 1047
1646932 548977 548978 0 1048
1646932 78422 78429 6 1048
1650077 275012 275014 1 1049
1650077 49997 50008 10 1049
1650077 21142 21168 25 1049
1650077 3775 3918 142 1049
1650077 2152 2394 241 1049
1653225 91843 91849 5 1050
1653225 36731 36746 14 1050
1653225 13100 13142 41 1050
1653225 5196 5301 104 1050
1653225 3838 3979 140 1050
1653225 3599 3749 149 1050
1653225 1170 1572 401 1050
1653225 65 1052 986 1050
1653225 46 1051 1004 1050
1656376 552125 552126 0 1051
1656376 34500 34516 15 1051
1659530 110633 110638 4 1052
1659530 27649 27669 19 1052
1659530 1972 2235 262 1052
1662687 6802 6883 80 1053
1665847 555282 555283 0 1054
1665847 17897 17928 30 1054
1665847 16315 16349 33 1054
1665847 9545 9603 57 1054
1665847 5040 5149 108 1054
1665847 880 1373 492 1054
1669010 111265 111270 4 1055
1669010 27807 27827 19 1055
1669010 15878 15913 34 1055
1669010 4867 4980 112 1055
1669010 3904 4044 139 1055
1669010 1005 1457 451 1055
1669010 308 1099 790 1055
1672176 185796 185799 2 1056
1675345 558448 558449 0 1057
1675345 79775 79782 6 1057
1675345 55840 55850 9 1057
1675345 7943 8013 69 1057
1675345 3623 3774 150 1057
1675345 564 1198 633 1057
1678517 279752 279754 1 1058
1678517 24315 24338 22 1058
1678517 14705 14743 37 1058
1678517 3267 3434 166 1058
1678517 1062 1499 436 1058
1681692 23345 23369 23 1059
1684870 561623 561624 0 1060
1684870 140404 140408 3 1060
1684870 10184 10239 54 1060
1684870 6565 6650 84 1060
1684870 2910 3097 186 1060
1684870 2443 2663 219 1060
1684870 1987 2252 264 1060
1684870 1799 2088 288 1060
1684870 1482 1822 339 1060
1684870 672 1255 582 1060
1684870 377 1125 747 1060
1684870 173 1074 900 1060
1688051 281341 281343 1 1061
1688051 7567 7641 73 1061
1688051 6500 6586 85 1061
1691235 62634 62643 8 1062
1691235 8917 8980 62 1062
1691235 6219 6309 89 1062
1691235 4760 4877 116 1062
1691235 1058 1499 440 1062
1691235 580 1210 629 1062
1691235 279 1098 818 1062
1694422 564807 564808 0 1063
1694422 141200 141204 3 1063
1697612 70730 70738 7 1064
1697612 10077 10133 55 1064
1697612 3647 3799 151 1064
1700805 188977 188980 2 1065
1700805 18883 18913 29 1065
1700805 1118 1544 425 1065
1704001 568000 568001 0 1066
1704001 43686 43699 12 1066
1704001 12325 12371 45 1066
1704001 6886 6968 81 1066
1704001 4017 4156 138 1066
1704001 651 1249 597 1066
1704001 131 1074 942 1066
1707200 113811 113816 4 1067
1707200 51728 51739 10 1067
1707200 4382 4510 127 1067
1707200 1932 2207 274 1067
1707200 931 1416 484 1067
1710402 2002 2269 266 1068
1713607 571202 571203 0 1069
1713607 81597 81604 6 1069
1713607 2380 2609 228 1069
1716815 286135 286137 1 1070
1716815 114452 114457 4 1070
1716815 5295 5402 106 1070
1720026 5742 5841 98 1071
1720026 3671 3824 152 1071
1720026 1250 1646 395 1071
1720026 631 1243 611 1071
1720026 481 1174 692 1071
1723240 574413 574414 0 1072
1723240 35893 35909 15 1072
1723240 8540 8607 66 1072
1723240 572 1215 642 1072
1726457 287742 287744 1 1073
1726457 19830 19859 28 1073
1726457 7740 7814 73 1073
1729677 192185 192188 2 1074
1732900 577633 577634 0 1075
1732900 44427 44440 12 1075
1732900 23093 23118 24 1075
1732900 18618 18649 30 1075
1732900 14421 14461 39 1075
1732900 13412 13455 42 1075
1732900 1615 1940 324 1075
1732900 1232 1635 402 1075
1732900 851 1371 519 1075
1732900 754 1313 558 1075
1732900 358 1133 774 1075
1736126 2017 2286 268 1076
1736126 1025 1486 460 1076
1739355 96628 96634 5 1077
1739355 38645 38660 14 1077
1739355 11343 11394 50 1077
1739355 5029 5143 113 1077
1739355 1892 2177 284 1077
1739355 882 1392 509 1077
1739355 114 1083 968 1077
1742587 580862 580863 0 1078
1742587 82977 82984 6 1078
1742587 26392 26414 21 1078
1742587 11830 11879 48 1078
1742587 9492 9553 60 1078
1742587 5427 5533 105 1078
1742587 3695 3849 153 1078
1742587 1147 1574 426 1078
1742587 705 1288 582 1078
1742587 412 1154 741 1078
1745822 6970 7053 82 1079
1745822 1587 1919 331 1079
1745822 315 1124 808 1079
1749060 21580 21607 26 1080
1752301 584100 584101 0 1081
1752301 12675 12721 45 1081
1752301 6167 6261 93 1081
1755545 292590 292592 1 1082
1755545 117034 117039 4 1082
1755545 53193 53204 10 1082
1755545 9889 9948 58 1082
1755545 5265 5375 109 1082
1755545 697 1287 589 1082
1758792 195420 195423 2 1083
1758792 27907 27928 20 1083
1758792 12190 12238 47 1083
1758792 10257 10314 56 1083
1758792 1577 1913 335 1083
1758792 1270 1669 398 1083
1758792 187 1099 911 1083
1762042 587347 587348 0 1084
1762042 146835 146839 3 1084
1762042 2032 2303 270 1084
1765295 294215 294217 1 1085
1765295 117684 117689 4 1085
1765295 42024 42038 13 1085
1765295 16795 16830 34 1085
1765295 9460 9522 61 1085
1765295 3719 3874 154 1085
1765295 1139 1573 433 1085
1768551 98250 98256 5 1086
1771810 590603 590604 0 1087
1771810 147649 147653 3 1087
1771810 3542 3705 162 1087
1771810 580 1232 651 1087
1775072 34797 34814 16 1088
1775072 2567 2788 220 1088
1775072 2232 2483 250 1088
1778337 65860 65869 8 1089
1778337 2895 3093 197 1089
1778337 1225 1639 413 1089
1781605 593868 593869 0 1090
1781605 84835 84842 6 1090
1781605 59382 59392 9 1090
1781605 8449 8519 69 1090
1781605 5394 5503 108 1090
1781605 397 1160 762 1090
1781605 169 1103 933 1090
1784876 74366 74374 7 1091
1788150 198682 198685 2 1092
1788150 49665 49677 11 1092
1788150 28373 28394 20 1092
1788150 15264 15303 38 1092
1788150 7910 7985 74 1092
1788150 7054 7138 83 1092
1788150 3743 3899 155 1092
1788150 2047 2320 272 1092
1788150 1837 2137 299 1092
1788150 873 1398 524 1092
1788150 124 1099 974 1092
1791427 597142 597143 0 1093
1791427 27132 27154 21 1093
1791427 1855 2153 297 1093
1794707 299117 299119 1 1094
1794707 35182 35199 16 1094
1794707 1357 1743 385 1094
1797990 39948 39963 14 1095
1797990 9959 10019 59 1095
1801276 600425 600426 0 1096
1801276 31592 31611 18 1096
1804565 300760 300762 1 1097
1804565 120302 120307 4 1097
1804565 42959 42973 13 1097
1804565 17169 17204 34 1097
1804565 12775 12822 46 1097
1804565 1664 1993 328 1097
1804565 1045 1515 469 1097
1807857 33470 33488 17 1098
1807857 572 1238 665 1098
1807857 352 1153 800 1098
1811152 603717 603718 0 1099
1811152 86242 86249 6 1099
1811152 5810 5913 102 1099
1811152 3767 3924 156 1099
1811152 477 1198 720 1099
1814450 120961 120966 4 1100
1814450 54978 54989 10 1100
1814450 30231 30251 19 1100
1814450 13724 13768 43 1100
1814450 2062 2337 274 1100
1817751 201971 201974 2 1101
1817751 15517 15556 38 1101
1817751 1400 1781 380 1101
1821055 607018 607019 0 1102
1821055 60697 60707 9 1102
1821055 31939 31958 18 1102
1821055 10437 10495 57 1102
1821055 4114 4259 144 1102
1821055 3100 3290 189 1102
1821055 588 1249 660 1102
1824362 322 1149 826 1103
1827672 18445 18478 32 1104
1827672 8795 8864 68 1104
1827672 2522 2753 230 1104
1827672 1020 1503 482 1104
1827672 890 1418 527 1104
1830985 610328 610329 0 1105
1830985 61028 61038 9 1105
1830985 46942 46955 12 1105
1830985 17934 17968 33 1105
1830985 7138 7223 84 1105
1830985 4630 4760 129 1105
1830985 1160 1602 441 1105
1834301 305716 305718 1 1106
1834301 43667 43681 13 1106
1834301 9831 9893 61 1106
1834301 5661 5768 106 1106
1834301 3791 3949 157 1106
1834301 1192 1626 433 1106
1834301 442 1191 748 1106
1837620 4470 4605 134 1107
1837620 2728 2944 215 1107
1840942 613647 613648 0 1108
1840942 153410 153414 3 1108
1840942 2077 2354 276 1108
1844267 307377 307379 1 1109
1847595 205287 205290 2 1110
1847595 20514 20544 29 1110
1847595 5493 5604 110 1110
1850926 616975 616976 0 1111
1850926 154242 154246 3 1111
1850926 88136 88143 6 1111
1850926 22021 22049 27 1111
1850926 12567 12616 48 1111
1850926 3206 3393 186 1111
1850926 3050 3246 195 1111
1850926 451 1199 747 1111
1854260 123615 123620 4 1112
1854260 77257 77265 7 1112
1854260 26862 26885 22 1112
1854260 21299 21328 28 1112
1854260 542 1237 694 1112
1854260 212 1132 919 1112
1857597 103197 103203 5 1113
1857597 14722 14764 41 1113
1857597 3815 3974 158 1113
1860937 620312 620313 0 1114
1860937 47710 47723 12 1114
1860937 950 1464 513 1114
1864280 124283 124288 4 1115
1864280 56488 56499 10 1115
1864280 7728 7808 79 1115
1864280 6494 6589 94 1115
1864280 3443 3619 175 1115
1864280 2869 3078 208 1115
1867626 69167 69176 8 1116
1867626 17275 17311 35 1116
1867626 2092 2371 278 1116
1870975 623658 623659 0 1117
1870975 62361 62371 9 1117
1870975 24934 24959 24 1117
1870975 9275 9342 66 1117
1870975 596 1266 669 1117
1874327 312387 312389 1 1118
1874327 44620 44634 13 1118
1874327 24017 24043 25 1118
1874327 7222 7308 85 1118
1874327 3342 3524 181 1118
1874327 1065 1544 478 1118
1874327 737 1339 601 1118
1877682 208630 208633 2 1119
1877682 52152 52164 11 1119
